user,movieId,predictedRating,actualRating
6,802,3.4368304688699616,4.0
6,205,3.5660061414886766,3.0
6,835,3.5789473684210527,4.0
6,271,3.5789473684210527,4.0
6,216,3.263157894736842,4.0
6,380,3.8933027805932237,4.0
6,65,3.263157894736842,3.0
6,531,3.6982596667704257,3.0
6,359,3.7416497451685626,3.0
6,4,3.7416497451685626,3.0
6,475,3.5789473684210527,4.0
6,704,3.7866419262193127,3.0
6,1042,3.5660061414886766,3.0
6,637,3.263157894736842,4.0
6,405,3.4143238733033177,3.0
6,2,3.339635635393291,4.0
6,347,3.4368304688699616,3.0
6,410,3.3999009097446207,3.0
6,589,3.473514259956495,3.0
6,1084,3.684655469929841,3.0
6,344,3.263157894736842,3.0
6,86,4.072184688024937,5.0
6,667,3.4695884635968866,3.0
6,339,3.7206544650195297,4.0
6,291,3.401659501800315,3.0
6,191,3.4368304688699616,2.0
6,460,3.263157894736842,3.0
6,153,3.1985394112392016,3.0
6,838,3.7416497451685626,4.0
6,92,3.2864619000807966,4.0
6,218,3.5660061414886766,2.0
6,181,3.4205971858887616,3.0
6,694,3.908599135839743,3.0
6,468,3.7206544650195297,4.0
6,374,3.3306255506560483,3.0
6,145,3.3461271379867776,4.0
6,881,3.3306255506560483,3.0
6,6,3.3291207949341413,4.0
6,500,3.5660061414886766,5.0
6,575,3.3306255506560483,3.0
6,494,3.809227888341706,3.0
6,592,3.3291207949341413,3.0
6,61,3.401659501800315,4.0
7,8373,3.3443644256458693,2.0
7,27741,3.0967322366219494,3.0
7,4844,2.7686425082479973,1.5
7,1246,3.279416262018458,1.5
7,49278,3.5039740621943842,3.5
7,3114,3.404709162156529,4.5
7,8665,3.5922462371805297,3.5
7,33162,3.342563207923539,3.5
7,5816,3.3026203596643926,4.5
7,38388,3.279416262018458,3.5
7,7143,3.2477487504963327,4.5
7,1183,3.2624007270971576,1.5
7,1270,2.9300253293474072,5.0
7,1617,3.496883041536173,3.0
7,30816,3.254197685586431,2.0
7,8970,3.279416262018458,2.5
7,2640,2.91793385929684,3.0
7,6534,2.91793385929684,0.5
7,30812,3.279416262018458,3.5
7,4310,3.342563207923539,0.5
7,2353,3.841506350946109,3.5
7,31878,3.417228216807702,3.5
7,466,3.5092898202770786,5.0
7,924,3.3879499847721397,4.0
7,2683,3.2333487011070097,2.0
7,1101,2.905619108303306,4.0
7,8972,3.3204092934566076,2.5
7,4896,3.453217896873076,4.0
7,7153,3.0605635617968403,4.0
7,32587,3.4675824560602306,3.5
7,32296,3.7916438902282334,2.0
8,296,3.603283133634867,4.0
8,587,3.479616437847513,3.0
8,367,3.4166018472093493,3.0
8,208,3.252829703437893,3.0
8,500,3.5891114390489665,2.0
8,590,3.5597466442789534,5.0
8,231,3.1276946813964694,4.0
8,110,3.6583515099553594,3.0
8,597,3.3506606513878965,3.0
8,185,3.589186191236561,5.0
9,5962,3.1937083404822,1.0
9,2877,0.0,3.0
9,4131,3.5507095359032173,1.0
9,5378,3.541777377258603,3.0
9,187,3.7904429928047234,3.0
9,5965,3.056701367263957,4.0
9,5902,3.479412048936291,5.0
9,5872,3.297462274961802,3.0
9,6001,3.472157526493545,4.0
9,6044,2.322252347265306,2.0
10,106696,3.4801493494238622,4.5
10,56367,3.1052631578947367,3.5
10,69844,3.383029145830101,3.0
10,112006,3.580655829407091,4.0
10,72998,3.406554352852111,2.5
10,2762,3.206890604271846,0.5
10,56949,3.475876675374767,3.0
10,7149,3.1052631578947367,4.0
10,79091,3.242106967234564,5.0
10,91529,3.696152422706631,5.0
10,106782,3.283632614803889,1.0
10,72011,3.066121279150391,2.5
10,2959,3.615186354763735,0.5
10,87222,3.456082863211734,3.5
10,5943,3.475876675374767,3.0
10,88810,3.304408567218464,3.0
10,597,3.475876675374767,3.5
10,103335,3.2626982034236995,4.0
10,588,3.135619695605155,4.0
10,296,3.33171425595858,1.0
10,8808,3.475876675374767,3.0
10,31685,3.475876675374767,4.5
10,95510,3.406554352852111,3.0
10,77841,3.1893094432723896,2.0
10,5620,3.475876675374767,3.0
10,2671,3.475876675374767,3.5
10,105211,3.1052631578947367,2.5
10,1907,3.307736714227693,4.0
11,736,3.4834673630914565,4.0
11,110,3.8842228997545423,5.0
11,1573,3.6546063255432006,3.0
11,153,3.2772352068904413,3.0
11,648,3.3875013995240315,4.0
11,589,3.4039152595799225,4.0
11,1917,3.326075408022838,4.0
11,1608,3.349941098225556,4.0
11,529,4.125154640519727,5.0
11,1687,3.349941098225556,3.0
11,1704,4.215478737237009,4.0
11,150,3.939839978562812,5.0
11,593,3.7476658733452286,5.0
12,3668,4.414310689643903,5.0
12,6942,4.351262311936568,5.0
12,2485,4.351367800957375,5.0
12,838,4.351262311936568,5.0
12,1357,4.414310689643903,5.0
12,4018,4.351367800957375,4.5
12,920,4.414310689643901,4.5
13,2174,3.1308757828477547,3.0
13,3793,4.158860855616137,4.0
13,47,3.6853084173957393,5.0
13,3996,3.5814386591365936,5.0
13,3977,3.532428119454741,3.0
13,2541,3.3917911911397045,2.0
13,3578,3.6901906980668993,5.0
14,337,3.6168608998366567,5.0
14,367,2.987383403479755,1.0
14,32,3.760034113917655,4.0
14,105,3.6582170664783145,3.0
14,593,3.390588973641699,4.0
14,784,3.1521365870997267,1.0
14,539,3.306341282944292,4.0
14,25,3.6582170664783145,4.0
14,351,3.306341282944292,3.0
14,377,3.727518297143552,3.0
15,4886,2.8958758043488713,3.5
15,1210,3.046074155823127,5.0
15,588,2.869775617714581,3.0
15,48780,3.4502683366280213,4.5
15,115713,3.7138968501383793,2.0
15,5445,2.907799350989606,4.0
15,1270,3.2649840768680294,5.0
15,2916,2.851704697001399,4.5
15,50872,2.878976278179028,3.0
15,60069,2.940094171741423,3.5
15,4995,4.210309656097985,5.0
15,122886,2.7547844289985624,5.0
15,101864,2.8077268166646214,4.0
15,256,3.627825911609994,3.0
15,858,3.955823461798575,4.0
15,355,2.861463457160686,1.0
15,112556,3.6527198837109243,4.5
15,4022,4.173135716496438,3.5
15,166635,3.739178211155539,3.5
15,2028,3.5327310800210663,3.5
15,1196,3.046074155823127,5.0
15,104841,3.2230476602308884,4.5
15,4306,2.9201301642091932,3.0
15,2762,3.627801724639414,3.0
15,7438,3.2165494464193873,3.0
15,4720,3.554570921387139,5.0
15,2011,3.2649840768680294,5.0
16,4002,3.66603813392096,3.5
16,3949,3.628454210053738,4.0
16,904,3.814685498289997,3.5
16,356,3.6662792470083314,3.5
16,1199,3.7147661580552382,5.0
16,1207,3.628454210053738,4.0
16,1136,3.751646742089575,4.0
16,678,3.7030883639446293,4.0
16,1276,3.628454210053738,4.0
16,111,3.6854338583329573,4.5
16,1680,3.6981241628531074,3.5
16,2571,3.44317934420072,3.5
16,2959,3.5839115213114545,3.5
16,1223,3.834974578832212,4.0
16,1261,3.593902963512613,4.0
16,47,3.814685498289997,3.5
16,5952,3.791593900642346,3.5
16,1219,3.636846506520399,3.0
16,3000,3.6626241656242775,4.0
16,7099,3.803062710767306,3.5
17,33794,4.299167459750495,4.0
17,2571,4.297163022054912,5.0
17,3508,4.113323674662983,4.0
17,2762,4.0355645052117755,4.0
17,111,4.327812964011608,4.0
17,1259,4.045300691776058,4.0
17,82459,4.370668206289966,4.0
17,3949,4.118075163153828,4.5
17,3039,4.28344244100588,4.5
17,7099,4.235304176101333,5.0
17,27773,4.129807424109237,4.0
17,3435,4.186253155135005,3.5
17,1258,4.5,4.0
17,2717,4.210223952368048,3.5
17,50,4.1735806740048265,4.5
17,910,4.3581997585423915,3.5
17,904,4.129807424109237,4.0
17,1196,4.212659530154591,5.0
17,68157,4.092656497567832,4.0
17,1210,4.212659530154591,5.0
17,77455,4.283442441005879,3.5
18,5218,3.5510095368021486,4.0
18,8368,3.711992193274752,3.5
18,6787,3.9497461665948563,4.0
18,2692,3.706662479283356,3.0
18,6934,3.7891728817670445,3.0
18,79702,3.301878011781286,4.0
18,30793,3.7659263013897726,4.0
18,1245,3.9576409304910176,4.0
18,115713,3.691298061013403,4.5
18,4011,3.720126896279656,4.5
18,466,3.444248690935131,2.5
18,1961,3.9210526315789473,4.0
18,111759,3.5429568927792556,3.5
18,7373,3.6598160209088175,3.5
18,99114,3.9286591068324612,4.0
18,73499,3.525707615295435,3.5
18,1892,3.695133694439001,4.0
18,6874,3.6873502555292696,3.5
18,2959,4.059394791414841,4.5
18,86880,3.6789927267993976,3.0
18,5445,3.8476062752898175,4.0
18,76077,3.2876105658751076,3.0
18,73323,3.9909566634421436,4.5
18,1954,3.9210526315789473,4.0
18,80489,4.019968514315617,4.0
18,1196,3.6552214921431507,4.0
18,38038,3.5510095368021486,4.0
18,4327,3.710023674215374,4.0
18,4963,4.050827898498247,4.0
18,145,3.7867561597823247,3.5
18,8641,3.4844706528527034,2.5
18,57640,3.612246729715335,3.5
18,51540,4.019968514315617,4.5
18,3751,3.675705970963762,3.5
18,5816,3.7444549499293998,3.5
18,36519,3.6873502555292696,3.0
18,69951,3.978456904376568,3.5
18,588,3.6145394102230135,3.5
18,8961,3.6230781233682743,3.5
18,177593,4.113377211982481,4.5
18,431,4.113377211982481,4.0
18,589,3.400911533230439,4.5
18,122904,3.3875106121308445,3.5
18,134130,3.54110128819817,4.5
18,904,3.9614307605223273,4.5
18,1223,3.598609082912564,4.5
18,45499,3.5175708686841514,4.0
18,44555,3.8656088198041427,4.0
18,1260,3.9575567812560486,4.0
18,104,3.4844706528527034,2.5
18,60756,3.4844706528527034,3.0
18,73268,3.448203813809699,3.5
18,2470,3.4199523081890884,3.0
18,34,3.9210526315789456,2.5
18,65596,4.059394791414841,4.0
18,1527,3.3875106121308445,3.5
18,4973,3.5245347806711718,4.0
18,1356,3.640604756262491,4.5
18,442,3.6552214921431507,3.0
18,168252,3.400911533230439,4.0
18,5349,3.640604756262491,4.0
18,52604,4.047705179293717,4.5
18,8117,3.2243301765576655,4.0
18,134853,3.7848017433497048,3.5
18,1198,3.525707615295435,4.0
18,171023,3.9210526315789473,4.0
18,79132,3.866571690490302,4.5
18,72998,3.690745233130729,4.0
18,1036,3.6873502555292696,4.0
18,68358,3.690745233130729,3.5
18,8917,3.381145991951123,3.5
18,114060,4.019968514315617,3.5
18,344,3.4844706528527034,2.5
18,50872,4.013634019595525,3.5
18,2058,3.9645117894291135,3.5
18,58295,3.6873502555292696,3.5
18,48516,4.019968514315617,4.5
18,71156,3.5795280705373393,3.0
18,16,4.113377211982481,4.5
18,98124,3.4076778129039274,4.0
18,1391,3.1303240709000075,3.0
18,34150,3.6552214921431507,3.5
18,2184,3.7042461160288185,3.0
18,1089,4.0485789177315885,4.0
18,2421,3.5138313837672475,3.0
18,163,3.435362080082547,4.0
18,103253,3.426687715236016,3.5
18,541,3.5175708686841514,4.0
18,68157,3.8336617418728656,3.5
18,77561,3.7891728817670445,4.0
18,5669,4.0,3.5
18,778,3.9616908192880302,4.5
18,1270,3.124133819102791,4.0
18,112852,3.6552214921431507,4.5
18,6365,3.7891728817670445,3.5
18,1291,3.525707615295435,4.0
18,160438,3.342105263157894,3.0
18,69640,4.019968514315617,4.0
18,58299,3.5510095368021486,4.0
18,5956,4.113377211982481,4.0
18,50,4.0485789177315885,5.0
19,3269,2.7468873156026183,2.0
19,3113,2.457893913711107,2.0
19,2014,2.3109216607403495,2.0
19,2840,2.4970573633657036,2.0
19,3551,2.7634989170854873,3.0
19,3825,2.5617545818223797,3.0
19,2243,2.5617545818223797,2.0
19,104,2.1578947368421053,2.0
19,2513,2.147616073534722,1.0
19,606,2.360460742527856,2.0
19,2416,2.1578947368421053,3.0
19,537,2.4538937931575937,1.0
19,1610,2.4134184201494038,3.0
19,839,2.5689548087466436,1.0
19,1379,2.715150412673811,2.0
19,1517,3.306661626881783,3.0
19,2720,2.944182109430739,1.0
19,1073,2.3112822249811753,4.0
19,480,2.575270207889146,2.0
19,2034,2.5941192918456886,2.0
19,829,3.057037450093506,2.0
19,1681,3.082203386646126,3.0
19,3784,2.765326075636416,2.0
19,1676,2.5245718729202196,2.0
19,2802,2.5674046964357093,3.0
19,1556,2.6627716331248026,1.0
19,3387,2.399435667429857,2.0
19,353,2.8591393754578105,5.0
19,2857,2.7829132375180423,3.0
19,1562,2.429740519899815,1.0
19,325,2.1578947368421053,2.0
19,208,2.938136020822717,2.0
19,2354,2.705816474636236,2.0
19,540,2.362046672571604,1.0
19,442,2.938136020822717,3.0
19,2683,3.306661626881783,3.0
19,3176,2.5804180982902256,1.0
19,64,2.5789473684210527,2.0
19,648,2.4175956995846954,3.0
19,3578,3.0666035122908943,3.0
19,1882,2.590366511372348,2.0
19,3040,2.1578947368421053,3.0
19,1377,2.915034159392784,3.0
19,1330,2.147616073534722,2.0
19,1193,2.4538937931575937,4.0
19,2455,2.4651588653750536,2.0
19,3693,2.4939462717868475,2.0
19,2797,2.8118845944638924,3.0
19,2806,2.475293518322906,2.0
19,2672,2.638167133442059,3.0
19,1551,2.9729357320577616,2.0
19,542,2.5617545818223797,2.0
19,2822,2.771767669291715,2.0
19,1717,2.5113383257490405,3.0
19,587,2.7099415714215076,3.0
19,1269,2.7556102388007546,4.0
19,837,2.3109216607403495,4.0
19,661,2.544306292038823,3.0
19,3743,2.5789473684210527,2.0
19,3450,2.1578947368421053,3.0
19,2046,3.0371198526543717,2.0
19,1258,2.147616073534722,2.0
19,3190,2.7543767668652337,1.0
19,435,2.6936567775858684,2.0
19,1081,2.691508616454767,2.0
19,1967,2.5202053431963214,5.0
19,1240,2.590366511372348,4.0
19,2375,2.1578947368421053,2.0
19,3034,2.900908256505,3.0
19,3156,2.7468873156026183,1.0
19,1617,3.1013458826120712,4.0
19,2111,2.1578947368421053,3.0
19,1256,2.813803342352876,4.0
19,1973,2.147616073534722,2.0
19,2997,2.595288251072014,4.0
19,1542,2.5617545818223797,2.0
19,1885,2.5617545818223797,2.0
19,2044,2.765326075636416,3.0
19,2605,2.840645858595013,2.0
19,551,2.5270882193886197,5.0
19,2953,2.261063945294844,3.0
19,374,2.261063945294844,2.0
19,1372,2.6889580030392812,5.0
19,440,2.5789473684210527,3.0
19,3308,2.2710102051443366,2.0
19,3016,2.147616073534722,3.0
19,1322,2.147616073534722,2.0
19,253,2.244210156867619,3.0
19,1747,2.1578947368421053,2.0
19,377,2.6627716331248026,4.0
19,3701,3.072919466830445,2.0
19,2642,2.938136020822717,1.0
19,711,2.725933063823955,3.0
19,3837,2.248704355176419,1.0
19,407,2.2146729709636026,3.0
19,3101,2.4970573633657036,1.0
19,903,2.7025416132519,5.0
19,3243,2.1578947368421053,3.0
19,1923,2.5789473684210527,4.0
19,295,2.5789473684210527,3.0
19,1994,2.2146729709636026,3.0
19,2470,3.0385244358776142,3.0
19,1972,2.147616073534722,1.0
19,1405,3.0218126487301786,2.0
19,2668,2.0582581993527493,2.0
19,3409,2.4970573633657036,2.0
19,1374,2.575270207889146,5.0
19,427,2.7025416132519,3.0
19,921,2.1578947368421053,3.0
19,3104,2.94594042909123,2.0
19,1021,2.261063945294844,2.0
19,2100,2.7915616415636353,3.0
19,1028,2.3112822249811753,2.0
19,1257,2.5789473684210527,3.0
19,880,2.6304063217528086,2.0
19,2572,2.5789473684210527,3.0
19,513,2.5789473684210527,3.0
19,2959,3.038933185404882,5.0
19,2394,2.6886390181519726,3.0
19,2027,2.604504615365103,1.0
19,1307,2.5789473684210527,3.0
19,92,2.428226988411768,2.0
19,70,2.391939435259687,2.0
19,348,2.1578947368421053,2.0
19,1285,2.1578947368421053,5.0
19,1079,2.604504615365103,4.0
19,3712,2.1578947368421053,3.0
19,2496,2.5789473684210527,3.0
19,842,2.4939462717868475,2.0
19,2266,2.5789473684210527,3.0
19,420,2.94594042909123,2.0
19,3708,2.2146729709636026,2.0
19,3526,2.2710102051443366,2.0
19,3017,2.147616073534722,2.0
19,1591,2.575270207889146,2.0
19,2227,2.7634989170854873,3.0
19,1489,2.6833659085453556,2.0
19,3225,2.5789473684210527,3.0
19,153,3.0030748383733044,2.0
19,3448,2.4381287156722165,3.0
19,15,3.223276533830001,2.0
20,3986,2.510601397494927,2.5
20,4270,2.2512123206758075,0.5
20,4378,3.601468671856199,3.5
20,1722,2.0442427204379343,3.0
20,2078,4.374881335276618,4.5
20,2857,4.536702945286112,4.0
20,6333,2.3548384529963085,4.0
20,3882,3.0216178734630934,2.5
20,5504,3.528744099206595,0.5
20,2018,3.8515150990972145,4.0
20,3512,3.95614666580275,3.0
20,1919,3.915865642663277,3.5
20,1333,2.800405200053975,3.5
20,1088,4.2126381856726915,4.5
20,3948,3.0216178734630934,3.5
20,1030,4.14970679885567,3.0
20,1010,3.915865642663277,3.0
20,3977,2.667918322632514,3.5
20,34,3.7962466869144675,4.0
20,4886,4.0226272824635805,4.0
20,6365,2.3855562004232085,4.0
20,3897,3.7320243518652516,4.5
20,3483,3.885073828340041,3.5
20,5418,2.5729897121464735,3.0
20,4039,4.471848138680193,5.0
20,596,4.19845094726752,4.5
20,2804,3.915865642663277,5.0
20,2300,3.0216178734630934,5.0
20,4641,3.786666656323209,3.0
20,3751,4.066837750084885,5.0
20,2761,3.859689886714661,4.5
20,5299,3.7146809028504255,4.0
20,801,3.915865642663277,2.5
20,364,4.1734951633563755,5.0
20,3159,4.396323890453739,5.0
20,3967,3.7320243518652516,4.5
20,5171,2.5696643838260305,2.0
20,4993,3.458456385060621,5.0
20,5816,3.458456385060621,4.5
20,4161,2.667918322632514,3.5
20,2137,3.885073828340041,4.5
20,1021,3.915865642663277,2.0
20,3408,3.7320243518652516,3.5
20,4776,3.103263848477954,3.5
20,4901,2.928333526668788,3.5
20,3536,3.914328230741207,1.5
20,3793,2.5696643838260305,3.5
20,2087,4.19845094726752,4.5
20,4446,3.8596600442217857,3.5
21,41566,3.4394678390818236,3.0
21,5445,3.496415714895071,4.5
21,111759,3.52650261587581,4.5
21,4963,2.9824340800981837,4.5
21,111113,2.6842105263157894,2.5
21,69122,3.038260662636088,3.5
21,2858,3.042036843919428,2.0
21,7373,3.3557566349181744,3.0
21,2989,4.315789473684211,4.5
21,73017,3.329724387499308,2.5
21,45499,3.4703376872662535,3.5
21,5952,3.3713477669126943,2.0
21,99114,2.86545478518788,3.5
21,3635,4.315789473684211,4.5
21,134853,3.628899249174093,4.0
21,902,3.042036843919428,3.0
21,5219,2.907470728502005,3.0
21,44,3.4787976191370493,1.0
21,3578,3.2194030440404036,2.5
21,5989,2.8004985226091375,3.5
21,45672,3.3662506811285726,3.0
21,1148,3.174925741479738,3.0
21,4701,3.0982874916808765,3.5
21,117572,3.213038800082685,2.5
21,1909,3.496415714895071,2.0
21,296,2.9738909840493206,3.5
21,69406,3.1315789473684212,3.5
21,136020,3.5299911219480227,4.0
21,551,3.3774283272246537,0.5
21,8574,3.2555236832261136,0.5
21,117922,3.603094726138912,3.5
21,70286,3.335336415323215,3.5
21,69526,3.8885874719893785,3.5
21,103801,3.3119644941509985,0.5
21,103384,3.7338140747949793,4.0
21,134368,3.1469122197399884,3.5
21,2985,3.052299105092518,3.5
21,64032,2.6842105263157894,2.5
21,103228,3.8885874719893785,3.5
21,136016,3.600699358224589,3.0
21,1214,2.6087231665249,1.5
21,4446,3.406642182678684,3.5
21,58998,3.1315789473684212,4.5
21,105844,2.8620292054785788,2.0
21,49272,4.315789473684211,4.0
21,108945,3.5509509811738518,3.0
21,2167,3.0656473847002856,3.5
21,53121,3.600699358224589,4.5
21,40815,3.6280231423900724,4.0
21,3988,3.0000014682684695,1.0
21,780,3.870219656713075,3.5
21,30816,2.954489073486206,3.0
21,102716,3.173792549020344,3.0
21,3082,4.315789473684211,5.0
21,77561,3.764620148565063,4.0
21,4489,3.1315789473684212,4.5
21,108932,3.574852063942235,1.0
21,1391,3.3418298769683625,0.5
21,31433,3.1315789473684212,3.5
21,6365,3.764620148565063,3.5
21,2012,3.877890858382573,5.0
21,108190,3.803219659695867,3.5
21,8529,3.3119644941509985,4.5
21,115149,3.968146654751861,3.5
21,5378,3.8885874719893785,4.0
21,119145,3.0220005541771195,4.0
21,68793,3.1180576643272526,3.5
21,106489,3.5478389603962546,3.0
21,142536,2.8620292054785788,2.5
21,2953,2.823193857625238,3.0
21,3000,3.2151814248420054,0.5
21,32587,3.329724387499308,3.0
21,78469,3.3906088320851433,3.5
21,160872,1.4008905504092233,0.5
21,2541,2.8620292054785788,4.0
21,106696,3.685603126390303,4.0
21,597,3.1315789473684212,4.0
21,1240,3.4703376872662535,3.5
21,2378,3.038260662636088,2.5
21,149380,2.9999999999999987,1.5
21,140301,3.1315789473684212,3.0
21,1291,4.0713451911929495,4.0
21,130450,3.4394678390818236,3.0
21,50189,3.1315789473684212,2.0
21,34048,3.870219656713075,3.5
21,2002,2.9897301496311024,3.5
21,33004,3.8131882554864123,4.5
21,2424,3.1315789473684212,4.0
21,164909,3.3119644941509985,3.5
22,107,3.067986704566648,4.5
22,3578,3.1784991083441883,4.0
22,4903,2.836261683294248,4.0
22,48394,2.738358772542361,1.5
22,7361,2.3189309964400935,3.5
22,41997,2.8361627722886893,3.0
22,3210,1.9917193189376061,3.5
22,4848,2.7050091784131673,4.5
22,55765,2.8711466996612107,1.0
22,6874,2.87370910770828,4.0
22,39183,2.389616588346598,2.5
22,4034,2.8711466996612107,4.5
22,4226,2.6516794499845973,3.0
22,44191,2.8568251944056016,0.5
22,858,2.9547361905270457,3.0
22,56367,1.9917193189376061,0.5
22,5418,2.8914262501529997,3.5
22,33004,3.0190630571893418,1.0
22,33794,2.734811596069036,2.5
22,2160,3.2570265213176217,4.0
22,68358,2.335883052752798,0.5
22,8970,2.836261683294248,3.5
22,6711,1.9917193189376061,4.0
22,63082,2.1700787231318452,0.5
23,3996,3.5161540339117257,3.5
23,3030,3.500874505579692,3.0
23,1884,3.458384117565768,3.0
23,2912,3.627972652491511,3.5
23,175,3.499999999999999,3.0
23,5013,3.770689140838236,3.0
23,923,3.7706452149283374,4.0
23,1217,3.6253621386484287,3.5
23,1245,3.6381328049335147,3.5
23,58,3.4379901310688306,3.0
23,1266,3.499999999999999,4.0
23,1136,3.622204344126045,3.0
23,1252,3.8500153386945875,4.5
23,904,3.941648934784586,3.5
23,1080,3.4503552931264916,3.5
23,2579,3.8184019220325713,4.0
23,6807,3.4503552931264916,3.5
23,1258,3.585786437626905,5.0
23,4235,3.6912033301644063,4.0
23,7064,3.6502414260774607,3.5
23,8370,3.5762556714020306,4.0
23,7069,3.499999999999999,3.0
23,8961,3.4849954495820112,3.0
23,2467,3.8040042277420794,4.0
23,272,3.563297042317432,4.0
24,134130,3.6835358525241633,4.0
24,5943,3.604946512884508,2.0
24,50,3.870702902825332,4.0
24,70286,3.655428973741125,4.0
24,46976,3.585817651367103,4.0
24,2916,3.65757091895343,3.5
24,296,3.859295301640603,4.0
24,54286,3.625053163511828,4.0
24,31685,3.604946512884508,3.5
24,1580,3.5497179702914354,4.0
24,91529,3.750602559697306,4.0
24,6350,3.7027095266434813,4.5
24,1639,3.58532566817688,3.0
24,1663,3.5311615351202694,3.5
24,35836,3.604946512884508,4.0
24,1220,3.4943117104819845,3.5
24,63113,3.6946760971292276,3.0
24,5903,3.5150704423957215,3.0
24,2421,3.6816089877623246,3.5
24,86882,3.5989225550872956,4.0
24,34437,3.670045373926512,3.5
24,59615,3.637354240911849,3.5
